mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd
-0.04282,0.06444,-0.14819,0.05483,0.00216,0.00175
-0.06441,0.0661,-0.17059,0.03661,0.00159,0.00162
-0.00492,0.0658,-0.11406,0.08886,0.00163,0.00209
0.01765,0.06637,-0.08631,0.12783,0.00204,0.00201
0.00862,0.06062,-0.0875,0.09988,0.00144,0.0019
0.02423,0.06435,-0.0709,0.1283,0.0018,0.00199
-0.01163,0.06451,-0.11379,0.0948,0.00238,0.00197
-0.02576,0.06422,-0.12881,0.0744,0.00162,0.00213
0.01239,0.06357,-0.09781,0.10254,0.00187,0.00199
0.06068,0.06728,-0.04436,0.1699,0.00175,0.00176
0.07651,0.06904,-0.02581,0.1949,0.00183,0.00174
-0.0436,0.06418,-0.14361,0.0599,0.00175,0.00177
-0.00821,0.06215,-0.10561,0.09189,0.00205,0.0018
-0.0203,0.06384,-0.1143,0.0869,0.00185,0.00191
-0.04516,0.06856,-0.15248,0.06517,0.0016,0.00204
0.11984,0.06239,0.02237,0.22023,0.0019,0.0014
0.13107,0.07016,0.01916,0.23971,0.00186,0.00149
0.06964,0.06057,-0.0269,0.16749,0.00158,0.00145
0.0885,0.06244,-0.00966,0.1818,0.00192,0.00147
0.04532,0.06466,-0.06969,0.13531,0.00173,0.002
0.02392,0.06203,-0.07761,0.11753,0.00183,0.00175
0.02994,0.06582,-0.07251,0.13942,0.0019,0.00179
-0.09481,0.0666,-0.20108,0.00613,0.0025,0.00177
0.11369,0.06249,0.01132,0.20741,0.00139,0.0012
-0.01413,0.06441,-0.11124,0.08975,0.00199,0.00205
-0.02436,0.06671,-0.13457,0.07025,0.00184,0.0022
0.03623,0.06555,-0.06736,0.13339,0.00208,0.00177
0.03701,0.06499,-0.06294,0.14012,0.00154,0.00179
0.05355,0.06823,-0.06027,0.15736,0.00223,0.00173
-0.03663,0.0671,-0.14553,0.06237,0.00169,0.00259
0.11795,0.06277,0.02868,0.22714,0.00147,0.00121
