mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd
0.33747,0.0679,0.2232,0.44083,0.00212,0.0015
0.24005,0.06463,0.14326,0.34749,0.0018,0.00132
0.13725,0.07044,0.02346,0.24961,0.00174,0.0014
0.24008,0.06968,0.13606,0.35557,0.00188,0.00137
0.14698,0.06635,0.04885,0.25593,0.0021,0.00152
0.19256,0.06401,0.0965,0.29402,0.00185,0.00135
0.32898,0.06535,0.21342,0.422,0.00203,0.00143
0.11459,0.06915,0.00535,0.22343,0.00175,0.00149
0.10078,0.06875,-0.00187,0.2142,0.00228,0.00167
0.13176,0.06671,0.02579,0.2358,0.00207,0.00156
0.08605,0.06591,-0.01566,0.18766,0.00242,0.00185
0.23046,0.06758,0.11591,0.32973,0.0019,0.00137
0.13722,0.06917,0.01868,0.23819,0.00236,0.0017
0.21543,0.06799,0.11873,0.3345,0.00215,0.00152
0.26457,0.0683,0.16291,0.38121,0.00175,0.00124
0.03038,0.06366,-0.06698,0.13436,0.00184,0.00188
0.24111,0.06703,0.12083,0.33691,0.002,0.00147
0.25822,0.06809,0.15831,0.37458,0.00216,0.00156
0.29196,0.06488,0.17649,0.38505,0.00186,0.00138
0.12938,0.06715,0.02429,0.2343,0.0021,0.00155
0.23182,0.07047,0.11965,0.33986,0.00161,0.00126
0.23912,0.06362,0.13603,0.33696,0.00172,0.00125
0.25484,0.06637,0.15919,0.37278,0.00181,0.00132
0.12389,0.06344,0.02941,0.23792,0.00176,0.00143
0.29254,0.06571,0.19191,0.39612,0.00217,0.00153
0.21291,0.06838,0.10464,0.32161,0.00203,0.00149
0.32936,0.06109,0.23408,0.42267,0.00192,0.00137
0.38694,0.07052,0.28127,0.5016,0.00207,0.00147
0.22571,0.06441,0.12226,0.32355,0.00185,0.00135
0.12843,0.06391,0.027,0.22896,0.00197,0.00155
0.16332,0.06562,0.05352,0.26252,0.00191,0.00141
0.25659,0.0635,0.14981,0.34871,0.00224,0.0016
0.22235,0.06349,0.11964,0.31626,0.00184,0.00136
0.31978,0.06556,0.22232,0.42834,0.0017,0.00125
0.14928,0.06099,0.05183,0.23961,0.00213,0.00151
0.18881,0.06751,0.07443,0.28815,0.00156,0.00118
0.3094,0.06949,0.17823,0.40327,0.00239,0.00173
0.23674,0.06457,0.12964,0.3366,0.00184,0.00132
0.30458,0.06632,0.20993,0.42393,0.00171,0.00121
0.11941,0.06687,0.0065,0.217,0.00196,0.00144
0.26241,0.06479,0.16227,0.36758,0.00187,0.00135
0.25887,0.0643,0.15366,0.36041,0.00208,0.00149
0.24936,0.06274,0.14287,0.34121,0.0019,0.00138
0.13147,0.06663,0.03259,0.24332,0.00216,0.00168
0.25532,0.06209,0.15349,0.35327,0.00153,0.00113
0.28035,0.06586,0.17831,0.38743,0.00197,0.0014
0.19866,0.06561,0.09086,0.2985,0.00204,0.00146
0.23252,0.06655,0.13561,0.34473,0.00209,0.00151
0.19419,0.06597,0.08886,0.30072,0.0023,0.00168
0.19086,0.0647,0.07688,0.28343,0.00189,0.00138
0.3083,0.06544,0.20541,0.40805,0.00192,0.00138
0.26372,0.06762,0.14762,0.36387,0.00175,0.00132
0.21045,0.05954,0.11104,0.29316,0.00137,0.00105
0.20974,0.06496,0.10522,0.30914,0.00208,0.00157
0.26667,0.06688,0.15968,0.37268,0.00161,0.00115
0.32266,0.0647,0.22599,0.43061,0.0025,0.00177
0.28748,0.06626,0.18664,0.39266,0.00148,0.00111
0.12272,0.06355,0.01679,0.21682,0.00155,0.00132
0.1431,0.06567,0.04188,0.24532,0.00191,0.00143
0.23793,0.06625,0.13172,0.34356,0.00195,0.00142
0.13715,0.06594,0.02039,0.23389,0.00268,0.0019
0.08406,0.06664,-0.02841,0.17929,0.00188,0.0015
0.24571,0.06651,0.14341,0.35439,0.00239,0.00177
0.27263,0.06176,0.16937,0.3653,0.00191,0.00137
0.10281,0.06461,-0.00435,0.19956,0.00209,0.00148
0.37032,0.06323,0.25858,0.46111,0.00165,0.00117
0.24213,0.06524,0.14717,0.35687,0.00206,0.00147
0.16355,0.06644,0.05801,0.25971,0.00152,0.00116
0.22465,0.07025,0.10979,0.33028,0.00208,0.00152
0.31164,0.0647,0.22121,0.42548,0.00135,0.00099
0.33624,0.0678,0.2342,0.44189,0.00203,0.00146
0.26162,0.06689,0.14969,0.36412,0.00232,0.00169
0.13195,0.0688,0.02198,0.23724,0.00183,0.00139
0.28031,0.06678,0.17857,0.38754,0.00179,0.0013
0.34747,0.06285,0.24241,0.44433,0.00142,0.001
0.20785,0.06391,0.10549,0.30776,0.00218,0.00156
0.19704,0.06532,0.09909,0.30354,0.002,0.00145
0.27844,0.06537,0.17945,0.3817,0.00153,0.0011
0.11843,0.06458,0.01274,0.21689,0.00172,0.00134
0.34217,0.06137,0.24412,0.43704,0.00168,0.0012
0.26537,0.06611,0.16306,0.3722,0.00243,0.00173
0.16644,0.06531,0.06866,0.27466,0.00196,0.00139
0.35844,0.06726,0.2494,0.46275,0.00217,0.00154
0.31474,0.06484,0.2096,0.41359,0.00192,0.00136
0.22767,0.06629,0.12403,0.33098,0.00225,0.00164
0.30388,0.06556,0.19964,0.40742,0.00223,0.00158
0.21277,0.06694,0.10803,0.31409,0.0022,0.00156
0.28023,0.06646,0.17419,0.38715,0.00164,0.00121
0.34127,0.06383,0.24568,0.44502,0.00196,0.00139
0.1404,0.0674,0.03449,0.24544,0.00202,0.0016
0.28852,0.06656,0.18511,0.38821,0.00151,0.00112
0.31506,0.06625,0.2133,0.42123,0.00168,0.0012
0.13498,0.06051,0.03138,0.22262,0.00168,0.0013
0.04477,0.06266,-0.0508,0.14156,0.00181,0.00152
0.26384,0.06593,0.16329,0.37029,0.00198,0.00143
0.09138,0.06762,-0.00668,0.21043,0.00232,0.0017
0.20391,0.06656,0.09866,0.31236,0.00171,0.00125
0.12012,0.06897,0.02308,0.23764,0.00171,0.00138
0.15784,0.06987,0.0426,0.26267,0.00159,0.00126
0.1837,0.06683,0.05994,0.27306,0.00194,0.00142
0.17162,0.06549,0.05768,0.26736,0.00193,0.00144
0.25595,0.07018,0.13038,0.35155,0.00242,0.00174
0.28155,0.06523,0.18639,0.39287,0.00174,0.00125
0.16686,0.06702,0.06683,0.28145,0.0017,0.00136
0.21003,0.06961,0.08979,0.30823,0.00172,0.00127
0.0557,0.06602,-0.06353,0.14792,0.00221,0.00162
0.19121,0.06512,0.09553,0.30114,0.00172,0.00122
0.35395,0.0663,0.24717,0.45361,0.00166,0.00121
0.2275,0.0651,0.13174,0.33937,0.00203,0.00148
0.07326,0.06847,-0.03563,0.18013,0.00156,0.00153
0.09823,0.06605,-0.00297,0.20773,0.002,0.00154
0.16103,0.06633,0.06145,0.27057,0.00201,0.0015
0.1238,0.06443,0.0113,0.21802,0.00197,0.00146
0.2802,0.05907,0.18039,0.36559,0.00139,0.00101
0.20044,0.06629,0.09767,0.30765,0.00219,0.00157
0.15259,0.06896,0.0424,0.26399,0.00159,0.00125
0.23784,0.06708,0.13675,0.34996,0.00174,0.00129
0.24241,0.06823,0.12558,0.3458,0.00182,0.00129
0.40727,0.06648,0.29495,0.50534,0.00142,0.00108
0.05016,0.06517,-0.06837,0.14771,0.00229,0.00175
0.18095,0.06161,0.07883,0.27452,0.00146,0.0011
0.19877,0.06933,0.08851,0.30637,0.00186,0.00137
0.23575,0.06527,0.13287,0.34091,0.00252,0.00178
0.19745,0.06622,0.10124,0.31518,0.00144,0.00108
0.13397,0.0649,0.03444,0.23802,0.00184,0.00134
0.18558,0.06502,0.0767,0.28543,0.0018,0.00134
0.27139,0.06526,0.16428,0.37569,0.00254,0.0018
0.18816,0.06207,0.07734,0.27716,0.00169,0.00153
0.32716,0.06349,0.22518,0.42182,0.00203,0.00147
0.23853,0.06338,0.14478,0.34435,0.00165,0.00118
0.1468,0.06479,0.04893,0.24671,0.00198,0.00143
0.34622,0.06579,0.23568,0.44504,0.00243,0.00172
0.21305,0.0626,0.11096,0.30272,0.00223,0.00159
0.21826,0.06426,0.11508,0.31619,0.00148,0.0011
0.19972,0.06553,0.10126,0.30373,0.00179,0.00133
0.24729,0.06407,0.14261,0.34555,0.00184,0.00145
0.09799,0.06753,-0.00152,0.21212,0.00249,0.00177
0.08619,0.0677,-0.01531,0.20437,0.00233,0.00181
0.37147,0.06439,0.26824,0.47073,0.00169,0.00121
0.028,0.06679,-0.07627,0.13713,0.00197,0.00173
0.06606,0.06542,-0.05134,0.15728,0.00199,0.00147
0.08516,0.06514,-0.0208,0.18922,0.00191,0.00145
0.21749,0.06335,0.11795,0.31331,0.00176,0.0013
0.09726,0.07103,-0.00643,0.21705,0.00178,0.0016
0.18804,0.06653,0.09212,0.30138,0.00191,0.00144
0.24384,0.06308,0.15068,0.34934,0.00186,0.00139
0.1762,0.06437,0.07143,0.27525,0.00221,0.00157
0.3742,0.06656,0.26386,0.47349,0.00193,0.00139
0.24154,0.06363,0.1331,0.3347,0.00198,0.0014
0.2501,0.0638,0.1443,0.34662,0.00246,0.00174
0.22353,0.06515,0.12494,0.3266,0.00172,0.00125
0.13931,0.06674,0.02978,0.24524,0.00177,0.00141
0.22137,0.06687,0.11582,0.32849,0.00175,0.00128
0.22704,0.06288,0.13483,0.33554,0.0023,0.00163
0.21068,0.0638,0.10434,0.30556,0.00155,0.00119
0.10681,0.06583,0.0068,0.21901,0.0019,0.00144
0.3453,0.06341,0.22954,0.43103,0.00196,0.00141
0.13709,0.06928,0.0078,0.23364,0.00194,0.00148
0.10052,0.05799,0.0143,0.20141,0.00166,0.00135
0.15905,0.06825,0.04206,0.25488,0.00201,0.00144
0.33936,0.06455,0.24432,0.4427,0.00186,0.00133
0.1209,0.0657,0.01707,0.22501,0.00201,0.00147
0.03259,0.06842,-0.08075,0.13591,0.00177,0.00216
0.33715,0.06573,0.23863,0.44513,0.00187,0.00137
0.25218,0.06554,0.14282,0.34902,0.00158,0.00113
0.17998,0.06449,0.07228,0.27907,0.00243,0.00172
0.28689,0.0657,0.17514,0.38273,0.00213,0.00151
0.17583,0.06871,0.06132,0.27686,0.00229,0.00163
0.28336,0.06384,0.18214,0.38463,0.00134,0.001
0.25129,0.06308,0.155,0.35874,0.00168,0.00123
0.13315,0.06049,0.03222,0.22217,0.00232,0.00168
0.20896,0.06733,0.10142,0.31245,0.0023,0.00165
0.11627,0.06813,0.00155,0.2165,0.00192,0.00149
0.30024,0.0638,0.19861,0.40361,0.002,0.00143
0.28288,0.06188,0.18732,0.37753,0.00184,0.0013
0.00078,0.06144,-0.11067,0.08742,0.00165,0.00172
0.23488,0.06892,0.13504,0.35243,0.00231,0.00163
0.2633,0.06048,0.16999,0.35889,0.00132,0.00096
0.2412,0.06615,0.14238,0.34873,0.00194,0.00141
0.20865,0.06363,0.11006,0.31005,0.00201,0.00159
0.11784,0.06939,0.01252,0.24003,0.00179,0.00139
0.13658,0.06552,0.02329,0.22787,0.00141,0.00106
0.25473,0.06329,0.16276,0.36419,0.00183,0.00131
0.22305,0.06419,0.12453,0.32695,0.00189,0.00138
0.33581,0.06514,0.22181,0.4301,0.00197,0.0014
0.28693,0.06613,0.18367,0.38447,0.00188,0.00137
0.41403,0.06578,0.30827,0.51376,0.00161,0.00119
0.18652,0.06521,0.09462,0.30217,0.00174,0.0013
0.2592,0.06517,0.15485,0.36536,0.00204,0.00145
0.26958,0.06768,0.15948,0.37367,0.00188,0.00138
0.25589,0.06849,0.14989,0.37081,0.00173,0.00126
0.15836,0.06613,0.06004,0.26481,0.00196,0.00143
0.27009,0.06427,0.17218,0.38024,0.0023,0.00163
0.31605,0.06601,0.21325,0.41933,0.00221,0.00157
0.26368,0.06022,0.16143,0.35542,0.00172,0.00123
0.08623,0.06741,-0.01284,0.19558,0.00229,0.00164
0.1387,0.06511,0.03934,0.24168,0.00183,0.00141
0.10799,0.06228,0.01491,0.20741,0.00206,0.00146
0.22582,0.06121,0.12991,0.31575,0.00167,0.00124
0.13581,0.06446,0.03022,0.23003,0.00194,0.00144
0.30829,0.06695,0.1898,0.402,0.00194,0.00146
0.27569,0.06674,0.16776,0.3727,0.00176,0.00132
0.17272,0.06724,0.05822,0.27468,0.00223,0.00159
0.32751,0.06408,0.22855,0.42781,0.00199,0.00141
0.18659,0.06424,0.08303,0.28283,0.00147,0.00125
0.25484,0.0669,0.14403,0.35836,0.00162,0.00124
0.23657,0.06406,0.13409,0.3388,0.00198,0.00143
0.1956,0.06757,0.07467,0.29174,0.00221,0.00162
0.07233,0.06761,-0.03439,0.17835,0.00209,0.00201
0.16796,0.06666,0.05949,0.26768,0.00198,0.00146
0.20818,0.06375,0.11088,0.31359,0.00184,0.0013
0.18467,0.06725,0.07782,0.29802,0.00149,0.00123
0.31464,0.06634,0.19831,0.41107,0.0018,0.00131
0.33392,0.06595,0.22263,0.43746,0.00168,0.00119
0.23177,0.06506,0.12525,0.3283,0.00225,0.00159
0.37779,0.06448,0.27171,0.47502,0.0016,0.00117
