mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd
-0.12669,0.05979,-0.21867,-0.02961,0.00261,0.00191
-0.07411,0.06426,-0.17353,0.03083,0.00228,0.00171
-0.00367,0.06366,-0.10646,0.09634,0.00246,0.00192
-0.03382,0.06227,-0.12358,0.07496,0.00317,0.00225
0.06528,0.06318,-0.03844,0.16781,0.00213,0.00159
-0.07676,0.06554,-0.18068,0.02027,0.00215,0.00175
-0.05619,0.06404,-0.15417,0.04742,0.0022,0.00189
-0.10029,0.0626,-0.20139,-0.00283,0.0026,0.00186
-0.11085,0.06736,-0.22025,-0.00844,0.00303,0.00238
-0.13728,0.06357,-0.23424,-0.03199,0.00278,0.00197
0.07325,0.06141,-0.01848,0.17791,0.00222,0.00161
0.21016,0.06272,0.1134,0.30981,0.00196,0.00144
0.08711,0.0642,-0.02543,0.17718,0.00287,0.00203
0.18831,0.06832,0.08027,0.2995,0.00379,0.00268
-0.10941,0.05965,-0.20687,-0.01919,0.00235,0.00166
-0.00976,0.06715,-0.1109,0.10147,0.0024,0.002
0.10531,0.05792,0.0215,0.20632,0.00201,0.00142
-0.14706,0.06424,-0.24016,-0.03262,0.00211,0.00157
0.0217,0.06518,-0.0864,0.11758,0.00329,0.00233
0.04495,0.06447,-0.0536,0.15067,0.00296,0.0021
0.17842,0.06141,0.07888,0.27068,0.00229,0.00162
0.0319,0.06326,-0.06167,0.13865,0.00244,0.00216
-0.08739,0.06162,-0.18346,0.01745,0.00223,0.00179
0.10041,0.06414,-0.0072,0.19859,0.00312,0.00221
-0.01582,0.06536,-0.1258,0.07956,0.00267,0.00189
-0.03345,0.06801,-0.13774,0.08218,0.00241,0.00196
-0.00523,0.06483,-0.11078,0.10199,0.0025,0.00194
-0.21788,0.06281,-0.3125,-0.11833,0.00296,0.0021
0.07907,0.06178,-0.0137,0.18024,0.00278,0.00199
-0.06278,0.06224,-0.15797,0.03193,0.00217,0.0017
0.01468,0.06584,-0.08978,0.11956,0.00262,0.002
-0.03332,0.0649,-0.14266,0.06516,0.00175,0.00171
0.00084,0.06083,-0.10461,0.08935,0.00186,0.00182
-0.24121,0.06287,-0.35107,-0.14492,0.00232,0.00166
-0.07932,0.06616,-0.17439,0.02704,0.00377,0.00267
0.23965,0.06375,0.14228,0.34349,0.0025,0.00178
0.13812,0.06646,0.0262,0.24067,0.00216,0.00153
0.14886,0.06412,0.05672,0.26601,0.00234,0.00181
-0.1788,0.0666,-0.28647,-0.07792,0.00286,0.00203
-0.00902,0.06323,-0.10166,0.09861,0.00298,0.00211
-0.0848,0.06221,-0.1831,0.01629,0.00256,0.00187
-0.09455,0.06211,-0.18695,0.00371,0.00222,0.00157
0.01438,0.06548,-0.0799,0.12854,0.0023,0.00215
0.07284,0.06296,-0.02363,0.1781,0.00233,0.00173
0.10127,0.06505,0.00455,0.21042,0.00228,0.00166
-0.11188,0.06458,-0.20602,0.00184,0.00299,0.00222
0.04684,0.06673,-0.06024,0.14907,0.0035,0.00248
-0.01792,0.06538,-0.12098,0.0852,0.00222,0.00187
-0.00451,0.06673,-0.11054,0.10304,0.00275,0.00195
0.16841,0.0626,0.0675,0.26963,0.00242,0.00172
0.08007,0.06431,-0.01264,0.19613,0.00289,0.00205
-0.0202,0.06429,-0.12246,0.08294,0.00208,0.00215
-0.00289,0.0632,-0.09759,0.10106,0.00219,0.00194
0.17524,0.06241,0.07289,0.27141,0.00248,0.00176
-0.09956,0.06094,-0.19948,-0.00851,0.00217,0.00164
0.05262,0.06389,-0.04934,0.1509,0.00303,0.0023
-0.08986,0.06497,-0.1851,0.02496,0.00227,0.00167
0.04623,0.06235,-0.05684,0.1409,0.0024,0.0017
-0.02448,0.06814,-0.13129,0.08667,0.00225,0.00256
0.12327,0.06384,0.02185,0.21783,0.00245,0.00173
-0.02865,0.06036,-0.12405,0.0646,0.00244,0.00194
0.0892,0.05977,-0.00128,0.18954,0.0018,0.00145
0.0777,0.06144,-0.01407,0.17998,0.00257,0.00182
-0.06295,0.06616,-0.15978,0.05184,0.00229,0.00176
0.15879,0.06574,0.05668,0.26481,0.00223,0.00162
0.07748,0.06371,-0.01687,0.185,0.00188,0.00147
0.17636,0.06412,0.07408,0.27779,0.00347,0.00249
-0.01981,0.06273,-0.12115,0.07675,0.00324,0.00229
0.19548,0.06178,0.09385,0.29369,0.00224,0.00158
0.07049,0.06618,-0.03739,0.17325,0.00253,0.00183
